StationID,Region,Year,Date,TempMax(°C),TempMin(°C),Precipitation(mm),WindSpeed(km/h),Humidity(%),AirPressure(hPa),SolarRadiation(kWh/m²),CO2(ppm),SatelliteImageryIndex,WeatherStationScore,SensorReliabilityIndex,Rainfall(mm),,Date
STN002,Europe,2024,7/1/2024,44.6,17.7,761.2,10.1,52.7,1008.2,1735.2,388.2,0.57,92.7,0.73,224.86,,1/7/2024
STN004,Africa,2024,6/13/2024,44.5,18.3,800.8,19.9,56.2,988.2,2429,407.2,0.89,84.4,0.91,83.35,,NA
STN002,Europe,2024,12/25/2024,41.8,20.9,277,10.5,61.1,988.3,1296.4,403.1,0.89,85,0.9,195.91,,NA
STN002,Europe,2024,8/2/2024,28.4,16.3,693.7,20,50.7,1019.2,2134,415.2,0.58,86.5,0.95,219.44,,2/8/2024
STN002,Europe,2024,7/13/2024,24.3,16,821.8,19.3,51.5,1025.8,1164.4,390.6,0.99,85.6,0.89,200.02,,NA
STN002,Europe,2024,4/27/2024,20.2,12.5,1006,19.8,52,991.2,1875.2,386.7,0.98,92.5,0.89,183.34,,NA
STN003,Asia,2024,7/20/2024,24.7,11.1,958.8,18.3,47.8,1007.8,1031.1,382.3,0.98,92.7,0.8,140.75,,NA
STN003,Asia,2024,9/21/2024,27.1,7.5,625.8,12.8,44.8,997.4,1696.9,393.1,0.85,99.7,0.76,175.31,,NA
STN002,Europe,2024,11/19/2024,20.2,12.5,1006,19.8,52,991.2,1875.2,386.7,0.98,92.5,0.89,120.77,,NA
STN004,Africa,2024,5/25/2024,44.5,18.3,800.8,19.9,56.2,988.2,2429,407.2,0.89,84.4,0.91,223.07,,NA
STN001,North America,2024,1/27/2024,38.2,24.9,855.2,10.3,75.1,1000,1616.4,392.3,0.69,97.3,0.81,156.35,,NA
STN002,Europe,2024,4/1/2024,26.8,9,707.8,7.4,69.6,995.1,1371.7,393.7,0.83,88.5,0.7,105.82,,1/4/2024
STN003,Asia,2024,2/18/2024,24.7,11.1,958.8,18.3,47.8,1007.8,1031.1,382.3,0.98,92.7,0.8,221.32,,NA
STN003,Asia,2024,11/23/2024,34.1,12.2,930.2,15.3,40.9,997.1,1080.8,413.1,0.91,89.9,0.73,64.01,,NA
STN004,Africa,2024,10/23/2024,30.7,17.8,800.1,10.8,40.5,985.8,1991.6,397.5,0.96,86.5,0.77,244.94,,NA
STN001,North America,2024,4/21/2024,28.2,15.2,663.3,11.5,51.2,1026.9,1099.9,386.3,0.8,84.6,0.86,238.32,,NA
STN004,Africa,2024,6/17/2024,39.1,16,1157,5.1,42.6,991.5,1503.3,393.1,0.76,95.1,0.87,24.28,,NA
STN003,Asia,2024,10/16/2024,25.5,11.1,896.4,19.8,56.7,995.1,2454.4,402.7,0.8,98.9,0.91,128.88,,NA
STN001,North America,2024,10/14/2024,43.1,20.5,582.8,15.7,46.6,992.3,1371,398.5,0.54,81,0.97,115.27,,NA
STN003,Asia,2024,4/21/2024,32.4,14.9,1023.5,18.8,77.7,998.3,2369.7,391.4,0.66,96.4,0.73,21.59,,NA
STN004,Africa,2024,7/3/2024,35.4,22.5,1112.7,8.4,50.5,992.7,1605.5,386,0.98,94.3,0.7,71.23,,3/7/2024
STN004,Africa,2024,1/8/2024,30.5,5.1,436.5,11.3,75.7,1019.4,1693.8,397.3,0.65,82.2,0.74,116.4,,8/1/2024
STN002,Europe,2024,5/14/2024,39.5,6.5,291.3,11.2,79.9,986.3,1419.7,386.1,0.76,88.6,0.82,136.89,,NA
STN001,North America,2024,2/22/2024,42.1,15.5,616.4,14.4,66.9,990.5,1764.8,416.1,0.58,86.2,0.73,81.2,,NA
STN002,Europe,2024,6/11/2024,41.8,20.9,277,10.5,61.1,988.3,1296.4,403.1,0.89,85,0.9,16.57,,11/6/2024
STN001,North America,2024,3/7/2024,29.1,20.3,799.2,17.6,67.5,1020.6,1227.7,381,0.54,90.4,0.8,179.18,,7/3/2024
STN002,Europe,2024,11/14/2024,20.2,12.5,1006,19.8,52,991.2,1875.2,386.7,0.98,92.5,0.89,49.05,,NA
STN002,Europe,2024,9/23/2024,23,12.2,711,17.7,70.2,1018.5,2240,418.6,0.61,91.2,0.77,223.13,,NA
STN004,Africa,2024,9/16/2024,37,24,294.9,12.4,62.6,980.9,2158.9,395.2,0.86,84.8,0.92,75.64,,NA
STN001,North America,2024,8/17/2024,20.1,6.3,486.4,11.4,75.1,991.4,2206.1,403.6,0.56,96.1,0.89,140.74,,NA
STN004,Africa,2024,4/14/2024,34.6,10.9,224.2,14.7,50.6,1005.8,2341.4,396,0.9,90.1,0.82,169.73,,NA
STN002,Europe,2024,3/10/2024,34.2,20.2,1196.4,5.7,69.3,1008,1606,389,0.97,96.2,0.89,212.65,,10/3/2024
STN003,Asia,2024,12/3/2024,22.4,22.1,1058.1,15.9,71.4,983.9,1717.4,405.6,0.53,94.6,0.8,210.58,,3/12/2024
STN001,North America,2024,3/9/2024,20.1,6.3,486.4,11.4,75.1,991.4,2206.1,403.6,0.56,96.1,0.89,92.55,,9/3/2024
STN001,North America,2024,8/8/2024,36.5,24.7,354.4,13.2,47.5,991.9,1266.3,386.3,0.81,80.6,0.8,120.79,,8/8/2024
STN003,Asia,2024,1/17/2024,22.4,22.1,1058.1,15.9,71.4,983.9,1717.4,405.6,0.53,94.6,0.8,217.9,,NA
